id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
79399,4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
106749,1.807314,tcp,http,FIN,10,10,828,1398,10.512838,62,252,3302.137695,5572.910645,2,2,200.812667,188.262328,14320.52493,316.44625,255,1099061504,3980697233,255,0.162241,0.08611,0.076131,83,140,1,237,1,1,2,1,1,1,0,0,1,1,2,0,Exploits,1
106915,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0,Backdoor,1
123309,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,10,10,10,26,0,0,0,10,26,0,Generic,1
146419,0.495678,tcp,http,FIN,10,6,1084,268,30.261581,254,252,15752.16113,3615.250244,2,1,53.509889,86.626203,3104.951391,157.072734,255,2479452967,1489404253,255,0.143514,0.062537,0.080977,108,45,1,0,1,1,1,1,1,1,0,0,1,1,2,0,Exploits,1
68145,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,4,3,3,4,0,0,0,3,4,0,Backdoor,1
54863,7.667978,tcp,http,FIN,112,674,5100,914280,102.373797,254,252,5273.880859,952453.4375,2,335,69.080885,11.26521,3435.157338,1485.921392,255,675707865,3192434403,255,0.15919,0.082213,0.076977,46,1356,1,443364,1,1,1,1,1,1,0,0,1,2,1,0,Worms,1
162957,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,17,17,17,30,0,0,0,17,30,0,Generic,1
172061,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,7,7,7,23,0,0,0,7,23,0,Generic,1
125391,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,19,18,0,Generic,1
93676,1.226412,tcp,ftp,FIN,22,22,1158,1650,35.061625,62,252,7214.541016,10273.87207,7,9,58.400573,57.528379,3185.640565,3135.936479,255,1398236347,133327564,255,0.065919,0.017542,0.048377,53,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
8007,0.004068,tcp,-,FIN,12,12,1064,2260,5653.884283,31,29,1919370.75,4074729.75,4,4,0.337818,0.315273,16.768222,0.3878,255,2785261327,2785559619,255,0.000739,0.000591,0.000148,89,188,0,0,12,0,3,1,1,1,0,0,0,9,13,0,Normal,0
105192,1.325143,pim,-,INT,8,0,480,0,5.282449,254,0,2535.575439,0.0,0,0,189.306141,0.0,422.259813,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,DoS,1
2894,0.036152,udp,-,CON,4,4,520,304,193.626901,31,29,86302.27344,50453.63672,0,0,7.001,7.690333,9.888182,10.865167,0,0,0,0,0.0,0.0,0.0,130,76,0,0,11,0,4,1,1,4,0,0,0,13,5,0,Normal,0
52676,1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,11,2,2,2,2,2,0,0,0,5,2,0,Reconnaissance,1
44164,1.501572,tcp,http,FIN,60,16,68195,698,49.947654,254,252,357273.5625,3489.676025,27,1,25.052339,102.143141,2413.959242,128.161133,255,1501886734,1889593516,255,0.201299,0.071565,0.129734,1137,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
121142,0.561534,tcp,http,FIN,14,8,8682,354,37.397558,254,252,114856.8047,4416.473633,4,1,40.162539,72.06643,3122.274391,112.126883,255,4043959151,428521946,255,0.110487,0.057059,0.053428,620,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
74708,58.737652,ospf,-,INT,34,0,3672,0,0.56182,254,0,485.412659,0.0,0,0,1779.929,0.0,1999.1395,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,2,2,1,2,1,1,0,0,0,2,1,0,Backdoor,1
133915,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,12,12,12,12,0,0,0,13,12,0,Generic,1
52195,1.9e-05,udp,-,INT,2,0,376,0,52631.58129,254,0,79157896.0,0.0,0,0,0.019,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,188,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
73723,1.390068,tcp,http,FIN,10,8,1302,354,12.229617,254,252,6744.993652,1784.085327,2,1,154.452,188.954422,9245.662379,397.443656,255,4090036722,812809995,255,0.184071,0.066616,0.117455,130,44,1,0,1,1,3,1,1,1,0,0,1,1,1,0,Worms,1
38151,0.034492,udp,-,CON,4,4,568,320,202.945605,31,29,98805.51563,55665.08203,0,0,6.328333,10.986667,8.93618,15.526887,0,0,0,0,0.0,0.0,0.0,142,80,0,0,9,0,3,1,1,3,0,0,0,2,6,0,Normal,0
132879,5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
103513,1.620879,tcp,-,FIN,10,8,912,354,10.488136,254,252,4052.122314,1530.033936,2,1,179.954556,219.244422,11669.91986,314.993031,255,409556984,1142765149,255,0.18332,0.086159,0.097161,91,44,0,0,2,1,1,1,1,1,0,0,0,2,3,0,Shellcode,1
48012,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Analysis,1
145936,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,5,0,0,0,5,4,0,Backdoor,1
66101,3e-06,hmp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,13,2,3,3,3,13,0,0,0,4,13,0,DoS,1
68630,1.980592,tcp,smtp,FIN,52,24,49608,1874,37.867466,62,252,196523.0625,7254.396484,23,8,38.835137,80.683172,2892.860514,101.963172,255,2732345970,2575889276,255,0.128061,0.049592,0.078469,954,78,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Exploits,1
117815,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,18,18,18,31,0,0,0,18,31,0,Generic,1
116888,0.59406,tcp,http,FIN,10,8,1170,874,28.616638,254,252,14180.38574,10301.98926,2,2,66.006667,63.152285,3181.577923,107.01975,255,2915965939,1942913282,255,0.131638,0.07079,0.060848,117,109,1,0,3,1,1,1,1,2,0,0,1,1,2,0,Exploits,1
67531,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0,Exploits,1
104453,0.267476,tcp,http,FIN,10,6,1022,268,56.079799,254,252,27516.48828,6699.666504,2,1,29.605111,47.281801,1496.687302,80.450727,255,3764792852,2331549498,255,0.066368,0.031057,0.035311,102,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
142350,2.351218,tcp,-,FIN,10,8,1018,354,7.230295,254,252,3120.084961,1054.772461,2,1,256.241222,325.244719,20162.94501,553.801938,255,4251734143,2444896382,255,0.107291,0.074504,0.032787,102,44,0,0,4,1,2,1,1,1,0,0,0,1,6,0,Shellcode,1
133020,0.603526,tcp,ftp,FIN,12,12,824,682,38.109377,254,252,10021.10938,8297.902344,3,4,54.781636,50.495547,2683.859554,60.773609,255,1723241280,1447210990,255,0.129028,0.048067,0.080961,69,57,0,0,2,1,18,2,1,2,0,0,0,2,2,0,Fuzzers,1
78963,0.931458,tcp,-,FIN,10,8,756,354,18.250957,254,252,5848.89502,2662.492676,2,1,98.551667,118.488,7150.099944,156.388094,255,3326533948,4131068164,255,0.166781,0.102033,0.064748,76,44,0,0,2,1,1,1,1,4,0,0,0,1,2,0,Fuzzers,1
20719,1.009418,tcp,http,FIN,14,18,1684,10168,30.710766,31,29,12395.26172,76115.14844,3,5,77.621459,59.349059,8778.112698,7690.472335,255,1930962522,4077307941,255,0.000616,0.000481,0.000135,120,565,1,3924,1,0,4,1,1,5,0,0,1,4,1,0,Normal,0
100596,0.285631,tcp,-,FIN,10,6,1128,268,52.515308,254,252,28456.29492,6273.828613,2,1,29.285889,53.859801,1502.489657,81.640164,255,68187518,324344396,255,0.055479,0.016322,0.039157,113,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
144181,5e-06,micp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0,Analysis,1
133048,0.856938,tcp,-,FIN,60,14,68197,612,85.187026,254,252,626052.3125,5311.936035,27,1,13.945424,59.93577,1421.319837,74.867188,255,1581217270,3790426342,255,0.13503,0.077768,0.057262,1137,44,1,0,1,1,1,1,1,2,0,0,1,1,1,0,Fuzzers,1
41280,0.675999,tcp,-,FIN,16,8,9514,354,34.02372,254,252,105562.2891,3668.644531,5,1,43.117466,85.00343,3085.238954,149.892922,255,591804720,127938746,255,0.127912,0.080968,0.046944,595,44,0,0,1,1,45,1,1,1,0,0,0,1,1,0,Normal,0
24517,0.001077,udp,dns,CON,2,2,146,178,2785.515187,31,29,542246.9375,661095.625,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,5,0,0,0,2,6,0,Normal,0
55596,1e-05,trunk-1,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
66778,0.169429,tcp,-,FIN,10,6,728,268,88.532658,254,252,30974.625,10576.70117,2,1,18.068889,28.927,919.08517,44.076047,255,2274663693,1941025745,255,0.057801,0.024775,0.033026,73,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
117496,0.827789,tcp,http,FIN,10,10,788,1392,22.952709,62,252,6861.651855,12109.36621,2,2,91.976556,82.057336,6259.765714,119.912961,255,2304836877,2602242610,255,0.136993,0.088537,0.048456,79,139,1,252,1,1,2,1,1,2,0,0,1,3,2,0,Exploits,1
19007,0.600281,tcp,-,FIN,28,30,4456,3080,94.955529,31,29,57266.51172,39688.07813,7,7,22.221296,20.680414,1220.718717,30.799586,255,1705670105,4102447646,255,0.000741,0.000543,0.000198,159,103,0,0,4,0,3,1,1,4,0,0,0,1,5,0,Normal,0
171994,3e-06,l2tp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,DoS,1
139915,5e-06,dcn,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,4,6,0,DoS,1
126492,4e-06,udp,-,INT,2,0,1708,0,250000.0006,254,0,1708000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,854,0,0,0,44,2,6,6,1,44,0,0,0,6,44,0,Fuzzers,1
130806,2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,14,14,8,14,0,0,0,14,14,0,Generic,1
112792,1.520086,tcp,-,FIN,16,10,6896,898,16.446437,254,252,34024.39063,4257.653809,5,2,99.144602,157.603672,7800.941766,215.645312,255,1621579548,4013260373,255,0.138857,0.101644,0.037213,431,90,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
83736,1.002805,tcp,-,FIN,14,6,8834,268,18.946854,254,252,65440.44141,1786.987549,4,1,75.095536,179.925594,4974.437038,299.806188,255,2807987587,3380024163,255,0.197516,0.103174,0.094342,631,45,0,0,4,1,2,1,1,3,0,0,0,1,4,0,Normal,0
40659,0.330401,tcp,ftp-data,FIN,6,8,320,1838,39.346127,31,29,6464.871582,38958.71875,1,2,66.0158,47.130855,4658.808079,115.086219,255,1259790494,1445774807,255,0.000605,0.000479,0.000126,53,230,0,0,1,0,3,1,1,1,0,0,0,2,4,0,Normal,0
43863,0.548916,tcp,-,FIN,10,6,534,268,27.326586,254,252,7010.180176,3264.616211,2,1,57.688,83.664797,3130.775762,125.575359,255,2777232232,2409911012,255,0.245293,0.130584,0.114709,53,45,0,0,3,1,1,1,1,3,0,0,0,1,4,0,Normal,0
109590,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,2,2,5,0,0,0,2,5,0,DoS,1
117001,1.081577,tcp,-,FIN,10,8,564,354,15.717791,254,252,3757.476562,2292.948242,2,1,120.175222,144.304578,7982.037286,195.208484,255,1391604497,3534572220,255,0.131201,0.070698,0.060503,56,44,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Reconnaissance,1
113829,1e-05,udp,-,INT,2,0,2196,0,100000.0025,254,0,878400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1098,0,0,0,2,2,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
57582,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,Analysis,1
151711,0.634597,tcp,http,FIN,10,8,812,1086,26.788655,62,252,9215.296875,11988.71094,2,2,70.510778,71.531,3649.881497,104.280969,255,2569296841,1345162798,255,0.268296,0.13317,0.135126,81,136,1,141,1,1,18,1,1,1,0,0,1,2,1,0,Analysis,1
80947,0.487279,tcp,http,FIN,10,8,822,1156,34.887611,62,252,12149.09766,16614.71094,2,2,54.142111,56.72357,2674.888594,79.169039,255,405975108,3483908749,255,0.124855,0.065744,0.059111,82,145,1,171,6,1,3,3,3,6,0,0,9,3,6,0,Analysis,1
142454,9e-06,udp,-,INT,2,0,744,0,111111.1072,254,0,330666656.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,372,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
91761,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,3,3,12,0,0,0,4,9,0,DoS,1
86060,9e-06,ipv6-route,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
71645,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,5,2,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
6426,0.094866,tcp,-,FIN,22,14,1470,1728,368.941454,31,29,118398.5859,135348.8125,5,4,4.517429,7.249308,411.76896,15.10991,255,920791061,921051906,255,0.000953,0.000507,0.000446,67,123,0,0,8,0,2,1,1,2,0,0,0,1,4,0,Normal,0
115514,1.227406,tcp,-,FIN,12,10,994,820,17.109253,254,252,5944.243164,4810.144043,3,2,109.606182,124.163445,6374.21597,221.4125,255,1748018932,2399443130,255,0.154046,0.109932,0.044114,83,82,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
77887,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0,Analysis,1
125623,1e-06,iatp,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0,Analysis,1
9573,0.249697,tcp,ssh,FIN,32,24,3728,5474,220.266964,31,29,115724.2578,168075.7031,7,7,8.054742,10.824521,532.778215,16.367663,255,481313966,481614921,255,0.000748,0.000603,0.000145,117,228,0,0,3,0,1,1,1,5,0,0,0,1,2,0,Normal,0
110394,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Analysis,1
108375,0.46663,tcp,-,FIN,10,6,534,268,32.145382,254,252,8246.362305,3840.301758,2,1,48.794889,87.561797,2656.415853,138.565922,255,1290309858,2670383584,255,0.065188,0.028812,0.036376,53,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
120700,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,2,5,5,5,5,0,0,0,5,5,0,Generic,1
4156,0.018053,tcp,-,FIN,16,18,1540,1644,1827.950953,31,29,639893.625,688195.8125,4,4,1.182067,1.035294,72.74343,1.969613,255,1327497873,3484923301,255,0.000564,0.00045,0.000114,96,91,0,0,7,0,6,5,1,9,0,0,0,6,13,0,Normal,0
75845,2e-06,udp,-,INT,2,0,168,0,500000.0013,254,0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
61091,0.223749,tcp,http,FIN,10,6,1308,268,67.039407,254,252,42118.625,8008.974609,2,1,23.364,42.921,1447.381706,70.750062,255,1517409605,1600178742,255,0.015213,0.00914,0.006073,131,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
112587,2.530497,tcp,-,FIN,12,10,994,838,8.298765,254,252,2883.228027,2386.882812,3,2,230.045182,264.586875,15235.84021,399.634656,255,4189149709,3235497991,255,0.269425,0.121684,0.147741,83,84,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
174661,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,15,15,15,32,0,0,0,15,32,0,Generic,1
67419,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,3,7,0,Exploits,1
165727,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,29,29,15,37,0,0,0,30,37,0,Generic,1
98623,0.546218,tcp,http,FIN,10,8,822,1090,31.123106,62,252,10838.16406,13972.44336,2,2,60.690889,69.45843,3757.213803,141.363297,255,3150958609,2612199978,255,0.078757,0.04971,0.029047,82,136,1,241,3,1,1,1,1,2,0,0,4,2,2,0,Analysis,1
118695,7e-06,udp,-,INT,2,0,2202,0,142857.1409,254,0,1258285696.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1101,0,0,0,6,2,1,1,1,1,0,0,0,3,1,0,Exploits,1
75660,0.188785,tcp,-,FIN,10,6,1142,268,79.455465,254,252,43562.78125,9492.279297,2,1,18.651889,36.274602,984.778775,58.601477,255,1297884416,457849021,255,0.054014,0.007404,0.04661,114,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
90240,0.41849,tcp,http,FIN,12,10,1150,1114,50.180411,62,252,20167.74609,19173.69531,3,3,38.044547,45.152445,1879.156018,60.026203,255,3035402487,508484140,255,0.058905,0.011379,0.047526,96,111,1,3,1,1,1,1,1,1,0,0,1,1,1,0,Backdoor,1
96951,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,4,4,4,12,0,0,0,4,7,0,Analysis,1
103098,1.041665,tcp,smtp,FIN,88,30,94054,2218,112.320184,62,252,714133.625,16473.62695,41,8,12.112384,35.474242,1037.175246,43.857316,255,2716720747,3764575116,255,0.051589,0.005911,0.045678,1069,74,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
101931,0.432285,tcp,http,FIN,10,6,1306,268,34.699329,254,252,21763.41992,4145.413086,2,1,47.924889,67.031398,2402.050482,84.750711,255,4046894510,1917553694,255,0.140961,0.097125,0.043836,131,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
109481,0.523409,tcp,http,FIN,10,6,1508,268,28.658276,254,252,20756.23438,3423.70874,2,1,55.534889,88.790398,2802.188745,138.745859,255,1836025129,2621378245,255,0.15611,0.079448,0.076662,151,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
89560,5e-06,udp,-,INT,2,0,2050,0,200000.0051,254,0,1640000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1025,0,0,0,1,2,2,1,1,2,0,0,0,2,1,0,Worms,1
138120,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Generic,1
119691,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,3,5,0,Analysis,1
109858,9e-06,aes-sp3-d,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,DoS,1
164868,0.694885,tcp,http,FIN,10,6,1294,268,21.586305,254,252,13412.29102,2578.843994,2,1,71.539667,131.532594,4564.521772,227.002438,255,2867172519,1012940810,255,0.118788,0.037217,0.081571,129,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,Worms,1
69872,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,23,6,0,DoS,1
159675,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,17,17,17,22,0,0,0,18,22,0,Generic,1
135849,0.225453,tcp,http,FIN,10,8,782,966,75.403741,62,252,24980.81641,30019.56055,2,2,25.050333,30.636428,1361.593834,54.857582,255,123927332,548634129,255,0.050986,0.006416,0.04457,78,121,1,68,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
62073,0.631691,tcp,-,FIN,12,8,1034,714,30.077998,254,252,12005.87012,7915.262695,3,2,56.039453,83.285289,3045.154338,146.969172,255,370782434,3638646495,255,0.117716,0.048684,0.069032,86,89,0,0,7,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
57704,0.221624,tcp,-,FIN,8,8,364,390,67.6822,254,252,11514.99805,12345.2334,1,2,31.660571,26.309143,1695.081396,39.532254,255,3271638654,401716713,255,0.058356,0.01291,0.045446,46,49,0,0,1,1,1,1,1,1,0,0,0,9,2,0,Backdoor,1
20908,0.003182,tcp,ftp-data,FIN,6,8,320,1888,4085.48081,31,29,671275.9375,4153362.75,1,2,0.5666,0.345143,29.957957,0.560621,255,2750618148,2755238804,255,0.000909,0.000765,0.000144,53,236,0,0,6,0,5,1,1,4,0,0,0,5,3,0,Normal,0
95281,0.927537,tcp,-,FIN,14,8,8854,354,22.640606,254,252,70914.6875,2673.747803,4,1,68.079001,120.33243,4950.331366,181.444625,255,203591180,4079638098,255,0.193665,0.085205,0.10846,632,44,0,0,6,1,1,2,1,2,0,0,0,3,2,0,Fuzzers,1
96089,1.042181,tcp,dns,FIN,10,6,508,268,14.392893,254,252,3515.704102,1719.470947,2,1,112.664778,176.842797,6073.636218,297.576531,255,3769350118,1054537295,255,0.253823,0.157966,0.095857,51,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
128300,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,1,1,4,0,0,0,3,3,0,Backdoor,1
95926,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
77470,0.808795,tcp,-,FIN,10,8,564,354,21.018924,254,252,5024.759277,3066.290039,2,1,86.891444,106.546859,6248.477597,145.892531,255,2197149634,2109947875,255,0.140993,0.062958,0.078035,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
57153,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,DoS,1
